segment,anomaly,train,channel,sampling,duration,len,mean,var,std,kurtosis,skew,n_peaks,smooth10_n_peaks,smooth20_n_peaks,diff_peaks,diff2_peaks,diff_var,diff2_var,gaps_squared,len_weighted,var_div_duration,var_div_len
1674,0,1,CADC0888,5,350,71,328595.5042253522,114410101500.72632,338245.6230326216,-0.9517133151824781,0.80352001858993,1,1,1,2,15,1436579080.2565713,112454971.36144088,1750,355,326886004.28778946,1611409880.29192
1675,0,1,CADC0888,5,270,55,89074.09745454547,12804515775.114649,113157.0403250043,-0.769316058632254,0.9668844286323667,1,1,1,1,3,585161657.430731,384857226.2435113,1350,275,47424132.50042462,232809377.72935724
1676,0,0,CADC0888,5,265,54,355596.86462962965,84948594135.5452,291459.42107872444,-1.4471414004262273,0.17040022114451983,1,1,1,2,9,1220800410.7810285,223525678.73200622,1325,270,320560732.586963,1573122113.6212072
1677,0,1,CADC0888,5,320,65,383156.40307692304,131195020750.10275,362208.5321332212,-1.3923687042472206,0.34750763487207426,1,1,1,2,13,1367199204.1056933,111815226.02154696,1600,325,409984439.8440711,2018384934.6169655
1678,0,1,CADC0888,5,225,46,81021.72826086957,9060039602.433764,95184.24030496732,-1.2649513402906778,0.6204959580852097,1,1,1,3,5,360262146.4951111,302589765.2568182,1125,230,40266842.677483395,196957382.66160354
1679,0,1,CADC0888,5,335,68,321122.6351470588,144832050358.684,380568.06271504704,-1.075626600369345,0.7256934329054535,1,1,1,2,5,2051963793.6404805,575226247.7232819,1675,340,432334478.68263876,2129883093.5100586
1680,0,1,CADC0888,5,235,48,25745.675,1685801137.7797916,41058.508713539406,-0.5441167596370189,1.1133165165609693,1,1,1,2,4,134785974.10212767,131297062.24956524,1175,240,7173621.86289273,35120857.03707899
1681,0,1,CADC0888,5,360,73,255417.48630136985,119235061658.64612,345304.30298310233,-0.7548758107876892,0.9436493833946796,1,1,1,2,12,1698463136.0216665,166429212.96591553,1800,365,331208504.60735035,1633357009.0225496
1682,0,1,CADC0888,5,265,54,39593.37777777778,3722114908.932839,61009.13791337195,-0.40983247812715495,1.1218358329427436,1,1,1,3,4,189142046.63849056,194884050.43230766,1325,270,14045716.63748241,68928053.86912665
1683,0,1,CADC0888,5,345,70,237201.34714285715,102287452512.89989,319824.09620430396,-0.7930783453286065,0.9266704624786473,1,1,1,3,11,1606880338.496522,231165094.25588235,1725,350,296485369.6026084,1461249321.6128554
1684,0,1,CADC0888,5,255,52,48018.77115384616,5216371337.83936,72224.45110791331,-0.495834129884253,1.0803144454862454,1,1,1,2,4,246448292.50705883,216402816.3412,1275,260,20456358.187605333,100314833.4199877
1685,0,0,CADC0888,5,380,77,222596.89480519478,105062979225.97762,324134.19940817356,-0.4762478386795208,1.0813140867843296,1,1,1,1,7,1630073984.1813157,336649934.53146666,1900,385,276481524.27888846,1364454275.662047
1686,0,0,CADC0888,5,220,45,39299.28466666667,3321605169.539434,57633.3685423595,-0.6080814060604363,1.0383387830297655,1,1,1,2,5,206673714.13745454,181073728.23872557,1100,225,15098205.316088336,73813448.21198742
1687,0,1,CADC0888,5,365,74,264461.69445945945,122633743152.56503,350191.0095256088,-0.8145656239983703,0.9102119446651062,1,1,1,3,7,1674908470.5662713,244153778.06079996,1825,370,335982857.95223296,1657212745.3049328
1688,0,1,CADC0888,5,235,48,48822.831249999996,3532734758.687149,59436.813160592224,-0.7790947941090218,0.9206282673129088,1,1,1,3,6,208243902.65510193,217381814.7064462,1175,240,15032913.866753826,73598640.80598228
1689,0,1,CADC0888,5,400,81,251122.79901234567,114112735048.27702,337805.7652679673,-0.6069543845517207,1.0158658000817857,1,1,1,2,7,1447424609.1477408,199017632.34608024,2000,405,285281837.62069255,1408799198.1268768
1690,1,1,CADC0888,5,255,52,100953.54807692308,10649511320.91442,103196.46951768466,-1.0540612066423134,0.7274699784225878,2,1,1,2,5,919250444.786782,1559399226.2331238,1275,260,41762789.493782036,204798294.6329696
1691,0,1,CADC0888,5,470,95,237199.60631578942,84837335145.15808,291268.49322430685,-0.3689233591007208,1.120317300609716,1,1,1,1,12,944149445.3868539,203502381.93892473,2350,475,180504968.39395335,893024580.4753482
1692,0,1,CADC0888,5,325,66,140704.53954545455,30507008359.262405,174662.55568742377,-0.9707950888040169,0.8335223605444553,1,1,1,3,5,582528231.8041044,289815897.4629991,1625,330,93867718.02849971,462227399.38276374
1693,0,1,CADC0888,5,390,79,249747.15518987345,106057882512.02376,325665.2921513494,-0.7276871971074534,0.9548296391078025,1,1,1,1,13,1374826801.1806962,202194145.42670494,1950,395,271943288.49236864,1342504841.9243515
1694,1,1,CADC0888,5,285,58,144703.27413793106,30871851053.642612,175703.87318907518,-0.9603006935493545,0.8115832900565507,2,1,1,2,2,2684640491.248113,6334129956.778458,1425,290,108322284.39874601,532273294.0283209
1695,0,1,CADC0888,5,370,75,242220.53346666667,105328429585.1176,324543.41710334783,-0.7766533269773386,0.9304897864717023,1,1,1,2,6,1429935164.306484,182559197.1980767,1850,375,284671431.3111287,1404379061.1349013
1696,1,1,CADC0888,5,345,70,111151.02571428573,25560499908.146484,159876.51456091506,-0.6276608953148446,1.027739772679968,2,1,1,3,3,2044139861.877681,4832281685.050588,1725,350,74088405.53085938,365149998.6878069
1697,0,1,CADC0888,5,380,77,242243.44805194804,99562531573.05597,315535.3095503829,-0.9538836483456681,0.8436993493346806,1,1,1,3,7,1264747881.2928948,277847641.42,1900,385,262006662.03435782,1293019890.5591683
1698,1,1,CADC0888,5,415,84,233798.21904761903,84280905729.48943,290311.7388764867,-1.010509232669414,0.7851635929664614,2,1,1,1,2,3636861742.058554,8808678829.300976,2075,420,203086519.830095,1003344115.827255
1699,0,0,CADC0888,5,380,77,198658.6094805195,69025710927.00175,262727.44608624687,-0.9302795381335995,0.8610408243092539,1,1,1,2,3,1054182876.0166028,468492480.99639213,1900,385,181646607.70263618,896437804.246776
1700,0,0,CADC0888,5,385,78,233648.68461538458,92513303252.38077,304159.99614081526,-0.9124432042422606,0.8593098121213677,1,1,1,5,7,1229917104.7922077,560463250.68,1925,390,240294294.16202796,1186067990.415138
1701,0,1,CADC0888,5,365,74,272103.5644594595,108922786495.40358,330034.5231872017,-1.1593121835758502,0.709964626449009,1,1,1,2,7,1339469423.9089012,220441770.2979083,1825,370,298418593.138092,1471929547.2351835
1702,1,1,CADC0888,5,335,68,262797.91735294124,102131218069.6726,319579.75228363986,-1.012906548771989,0.7730757019961406,2,1,1,2,2,6003647557.760121,14201498657.52595,1675,340,304869307.6706645,1501929677.4951854
1703,0,1,CADC0888,5,355,72,358682.7052777778,159879286589.9153,399849.07976624795,-1.2460076699545972,0.6023553007769324,1,1,1,4,6,1867701637.7005014,568930169.9418714,1775,360,450364187.5772262,2220545647.082157
1704,0,0,CADC0888,5,390,79,376686.85696202534,149436142453.07993,386569.7122810838,-1.3495984025363088,0.5150601280438748,1,1,1,2,9,1423937958.236897,359698542.345866,1950,395,383169596.0335383,1891596739.912404
1705,0,1,CADC0888,5,400,81,338595.9709876543,147889491249.35876,384564.0275030398,-1.2014574009237613,0.6508282796081066,1,1,1,3,5,1573318299.003126,848747524.2055675,2000,405,369723728.12339693,1825796188.2636886
1706,0,1,CADC0888,5,480,97,352470.9846391753,138745607847.35034,372485.7149574334,-1.2538381764327677,0.5940766325502024,1,1,1,4,15,841980432.2938563,166020856.74403164,2400,485,289053349.6819799,1430367091.2097974
1707,0,1,CADC0888,5,430,87,324542.5182758621,142295436184.15225,377220.6730604147,-0.9334142075218437,0.8124918675487942,1,1,1,2,6,1319293844.540235,274187054.56396,2150,435,330919619.0329122,1635579726.2546237
1708,1,1,CADC0888,5,335,68,296173.1813235293,115257640452.30621,339496.1567563118,-1.0646063560078467,0.7256883999804493,2,1,1,1,1,11267199975.203512,30045279494.240818,1675,340,344052658.0665857,1694965300.769209
1709,0,0,CADC0888,5,350,71,387017.67971830984,156634563390.7051,395770.8470702524,-1.356729061267551,0.4805875817964368,1,1,1,4,7,1771129795.4474757,704523126.0481006,1750,355,447527323.97344315,2206120611.1366916
1710,0,0,CADC0888,5,375,76,350146.54039473686,153925289935.55923,392333.13642306486,-1.2463874692433963,0.6059281149209648,1,1,1,2,14,1495919749.9855282,95806609.26607026,1875,380,410467439.82815796,2025332762.30999
1711,0,1,CADC0888,5,375,76,302651.28815789474,121613350234.80972,348731.0571698622,-1.2396887101558756,0.6339657652780276,1,1,1,3,11,1266552557.3538666,208520455.74945948,1875,380,324302267.29282594,1600175660.9843385
1712,0,0,CADC0888,5,420,85,326551.35176470585,131282412248.18114,362329.1490457001,-1.327553313871233,0.5535854865957951,1,1,1,1,11,1062036378.359762,128647604.4698795,2100,425,312577172.0194789,1544498967.6256604
1713,0,1,CADC0888,5,390,79,277507.1363291139,114173460755.07184,337895.6358923149,-1.0923095083682206,0.739265219296567,1,1,1,3,6,1230421130.5332026,312269309.4209013,1950,395,292752463.47454315,1445233680.4439473
1714,1,1,CADC0890,5,180,37,168696.67027027026,23499269930.850742,153294.71592605775,2.061673923482984,1.7745060327617455,3,1,1,3,5,12362828469.821875,27727056325.385338,900,185,130551499.61583745,635115403.5365065
1715,1,1,CADC0890,5,237,48,157277.114375,58127413711.97931,241096.27477831198,1.3686948839035828,1.6609365486027903,2,2,1,1,2,16662153537.151886,32877062671.6558,1199,240,245263348.9956933,1210987785.6662357
1716,1,0,CADC0890,5,220,45,120743.88666666667,36914881371.272705,192132.45788068374,1.5492519597542502,1.6415532856957473,2,2,1,1,2,14489605312.157726,29191633038.754883,1100,225,167794915.32396683,820330697.1393934
1717,1,1,CADC0890,5,205,42,60794.12595238096,11942107697.358486,109279.95103109484,3.2783647545939036,2.094065917629471,2,2,1,1,2,5418380508.97122,11540354096.628717,1025,210,58254183.88955359,284335897.55615443
1718,1,1,CADC0890,5,195,40,127943.55375,42764005436.722176,206794.59721356884,1.3284876814436677,1.6056938361496074,3,2,1,2,4,40657767841.51551,107649150516.2741,975,200,219302591.98319066,1069100135.9180543
1719,1,1,CADC0890,5,175,36,330502.29722222226,149023320864.14383,386035.38809822063,-0.8658019684742198,0.816730908888742,2,1,1,2,3,45977486759.26257,96159852766.98341,875,180,851561833.5093933,4139536690.670662
1720,0,1,CADC0890,5,235,48,410510.2308333333,149108547285.0508,386145.7591183034,-1.0027421146476236,0.6761735707069494,1,1,1,6,10,4694070923.031226,2311349648.268194,1175,240,634504456.5321311,3106428068.4385586
1721,0,1,CADC0890,5,250,51,358554.33725490194,132553456289.15451,364078.9149197664,-0.7563067987179242,0.9191410529692929,1,1,1,3,10,3855548801.5181956,513551105.53339446,1250,255,530213825.15661806,2599087378.2187157
1722,0,1,CADC0890,5,235,48,340749.67750000005,158657547785.22232,398318.40000836307,-0.8725946859146898,0.8355965893258803,1,1,1,3,7,5378482062.792704,2154046704.7998576,1175,240,675138501.213712,3305365578.8587985
1723,1,1,CADC0890,5,165,34,312396.73294117645,143419745777.70444,378707.9953971192,-1.120154479727414,0.7804584951090161,2,1,1,2,3,32812591443.596046,65493305193.44422,825,170,869210580.470936,4218227816.991307
1724,1,1,CADC0890,5,195,40,121847.269,51138956217.75899,226139.24077381834,1.813093811922629,1.8116260026050177,3,2,1,2,4,41305934051.970825,107290919972.40222,975,200,262251057.52696916,1278473905.4439747
1725,1,0,CADC0890,5,195,40,345782.90099999995,127773128488.15665,357453.6732055731,-0.7315644520171101,0.8648094424724276,2,1,1,3,3,32128471594.324112,58065785074.24964,975,200,655246812.7597777,3194328212.203916
1726,1,1,CADC0890,5,100,21,309776.25238095236,168651587505.41675,410672.1167859059,-1.1378673647947248,0.7938081443067165,2,1,1,2,2,85060113222.909,237017149953.64948,500,105,1686515875.0541675,8031027976.448417
1727,1,1,CADC0890,5,90,19,209641.75631578948,80309098758.37016,283388.60026184923,-1.0596690417199892,0.8477825721084357,2,1,2,2,3,75141312205.04788,245655842123.26978,450,95,892323319.5374463,4226794671.4931664
1728,0,0,CADC0894,1,576,548,248762.8397262774,105240265390.72974,324407.5606251028,-0.9393027772301901,0.8504386308654265,2,1,1,65,94,28404652.4785532,11722255.220465207,724,548,182708794.081128,192044279.91009077
1729,0,1,CADC0894,1,587,527,295612.8407020873,141479901539.2273,376138.1415640101,-0.9392656547123801,0.830775519281437,1,1,1,85,109,42715987.35022596,27970914.939489145,793,527,241021978.77210784,268462811.269881
1730,0,1,CADC0894,1,464,440,275821.1395681818,86525398103.22188,294151.9982988759,-1.3321418999931383,0.5718801253961032,1,1,1,28,76,45065777.63181706,32312323.58980137,576,440,186477151.0845299,196648632.052777
1731,0,1,CADC0894,1,567,518,165448.8806949807,44483360100.31553,210910.78706485245,-0.6214645874383624,1.007359830825695,1,1,1,20,64,29635668.274090517,19832423.590057645,793,518,78453897.88415436,85875212.54887168
1732,0,0,CADC0894,1,559,509,125920.35880157171,28982737288.41723,170243.1710478198,-0.5239894564079179,1.0571640306151726,3,1,1,98,131,16078953.822176272,20759023.263243392,767,509,51847472.78786624,56940544.770957224
1733,0,1,CADC0894,1,506,453,120988.29088300222,30180259193.76936,173724.66489755956,-0.6122791543274975,1.0295855620100398,3,1,1,25,49,22383721.82829071,14830097.584432371,674,453,59644781.01535446,66623088.72796768
1734,0,0,CADC0894,1,550,474,122466.9864556962,28527793245.116726,168901.7265900995,-0.9815839069060077,0.858424173863864,2,2,1,2,28,30476426.14284313,24685614.60835255,770,474,51868714.99112132,60185217.816701956
1735,0,0,CADC0894,1,486,455,105534.82547252747,23992352537.974518,154894.64980422828,-0.6064197089411261,1.043664800888017,2,1,1,39,46,16244055.179477537,13722360.312971747,596,455,49366980.530811764,52730445.13840553
1736,0,1,CADC0894,1,477,478,56000.191004184104,9746105133.540537,98722.36389765258,0.29648408945830385,1.4171672369773625,4,1,1,11,49,14965122.18084738,9574160.846286556,477,478,20432086.233837605,20389341.28355761
1737,1,1,CADC0894,1,452,453,13716.83894039735,900528652.9049379,30008.809588268206,3.6760771962378893,2.2079687778454313,2,2,2,9,36,12051229.478820797,9467052.018828383,452,453,1992320.0285507475,1987921.971092578
1738,1,0,CADC0894,1,437,438,14588.973538812787,900919169.5722907,30015.31558341992,1.7233954825432525,1.8308768452879398,3,2,1,2,9,10492150.234087415,14395685.843105048,437,438,2061599.9303713746,2056893.0812152755
1739,1,1,CADC0894,1,494,495,30596.62284848485,3857301995.894858,62107.18151626958,1.5216641614514383,1.7981337555518087,2,2,1,16,44,10640899.36597409,6119725.8846762655,494,495,7808303.635414692,7792529.284636077
1740,0,1,CADC0894,1,462,463,49383.08958963283,6534513134.801304,80836.33548597625,0.3327987106306636,1.3789274408085153,1,1,1,48,56,5293271.626822078,4289304.601232104,462,463,14143967.824245246,14113419.297627006
1741,0,1,CADC0894,1,410,411,50124.16145985401,4610736780.451298,67902.4062935276,-0.11347554231071966,1.244670942278078,1,1,1,20,54,17337593.442429557,20901538.391592655,410,411,11245699.46451536,11218337.665331624
1742,1,1,CADC0894,1,434,435,55802.61687356322,2868906251.2964683,53562.171831400454,-0.23879127658371901,0.8549693517030268,5,2,2,35,89,6182602.290641769,8788053.905224476,434,435,6610383.067503383,6595186.784589582
1743,1,1,CADC0894,1,443,430,26448.261069767446,945900279.448482,30755.49185834104,0.5420640732132211,1.1929384606901474,3,2,2,12,45,15911989.10941212,18707024.395367596,471,430,2135215.0777618103,2199768.0917406557
1744,1,0,CADC0894,1,425,389,14486.813830334191,408415253.83587915,20209.286326733043,5.278897727533563,2.0933690366620645,3,3,1,21,69,13493682.204236079,18217182.047532298,535,389,960977.0678491275,1049910.6782413346
1745,0,1,CADC0894,1,364,329,14006.456747720364,625838812.1806438,25016.77061853995,1.0583544692774547,1.6238957268887073,1,1,1,38,43,2516063.839237194,4363676.530934553,464,329,1719337.3961006699,1902245.6297284006
1746,0,1,CADC0894,1,434,369,20070.577154471543,1806994012.555033,42508.752187696984,1.9245109974414722,1.9010738043783608,3,1,1,6,16,13475625.198605979,16489743.539408721,590,369,4163580.674089938,4897002.74405158
1747,1,1,CADC0894,1,424,355,15136.826112676055,1106463316.886941,33263.54336036588,2.261875073757926,1.9953367911043236,2,1,1,4,21,14896891.926112995,11098382.994641926,588,355,2609583.294544672,3116798.075737862
1748,1,0,CADC0894,1,438,362,1956.137458563536,30503966.722732216,5523.039627119492,11.276669744683135,3.3718830220569136,7,2,2,21,21,2398292.776961773,4072985.470676667,610,362,69643.75964094113,84265.10144401164
1749,0,1,CADC0894,1,336,290,2532.834655172414,28008823.88252212,5292.33633497741,2.048090511876045,1.8873628900642254,15,2,1,22,25,1836005.5417993076,5236260.600814583,446,290,83359.5948884587,96582.15131904179
1750,0,1,CADC0894,1,300,301,1448.3429900332226,12861338.574183086,3586.2708450677683,4.055220229824236,2.337499145320605,7,1,1,14,17,930822.5763826666,2708414.2410836117,300,301,42871.12858061029,42728.69958200361
1751,1,0,CADC0894,1,341,342,888.4300877192982,6905906.807051748,2627.9092082969205,8.145684999064908,2.997558555158452,10,2,2,13,15,1555873.3407214077,3408355.7837635293,341,342,20251.926120386357,20192.709962139616
1752,0,1,CADC0894,1,372,363,4709.245179063361,25035278.056126345,5003.526561948716,-1.309462354206352,0.4846273813574572,47,1,1,59,69,3162751.3569022096,9475836.631698059,482,363,67299.13455947943,68967.70814359875
1753,0,1,CADC0894,1,438,439,24136.553986332572,492122129.7815406,22183.82585988135,-1.4533534419544392,0.2924174938369942,12,1,1,82,94,3160821.7829429214,8672923.437457208,438,439,1123566.5063505492,1121007.1293429171
1754,0,1,CADC0894,1,441,442,17010.001266968327,309110792.6187016,17581.546934746715,-1.3663781634792715,0.48099007610068245,13,1,1,71,86,2123022.858980045,5843708.61470909,441,442,700931.5025367383,699345.6846576958
1755,0,1,CADC0894,1,453,454,6902.416255506607,78671101.41594501,8869.673129036099,-0.7757522297933428,0.8916003737077705,26,1,1,63,84,2219519.4257227373,6549791.892099557,453,454,173666.89054292496,173284.36435230178
1756,0,0,CADC0894,1,288,289,1005.6391695501733,3771275.9308352964,1941.9773250054432,1.9551505055469462,1.7757485233755206,15,1,1,20,25,1599739.075005556,4670002.520554008,288,289,13094.708093178113,13049.397684551199
1757,0,0,CADC0894,1,402,393,6783.674758269719,64706046.84972214,8044.0068902085195,-1.2601894965859135,0.6264848910401246,33,1,2,43,58,1887974.8574178575,5035608.191360104,514,393,160960.3155465725,164646.4296430589
1758,0,1,CADC0894,1,421,417,19869.17263788969,417729738.84898967,20438.437779071806,-1.394660090344996,0.44727672838040694,9,2,2,71,80,2688012.230529326,7410407.693977829,431,417,992232.1587861987,1001749.973258968
1759,0,0,CADC0894,1,425,362,9284.429254143646,99798122.88441905,9989.901044776121,-1.4518869157932288,0.4571888250193376,17,2,1,58,71,3094807.6147612194,8961081.104458332,589,362,234819.1126692213,275685.4223326493
1760,0,1,CADC0894,1,370,319,5806.10539184953,37959422.16403237,6161.121826748143,-1.4183006386479506,0.45663641977886293,37,1,1,48,65,2414923.7764144656,6739055.136939433,510,319,102593.03287576317,118995.0538057441
1761,0,0,CADC0894,1,445,384,13653.018619791668,226373410.38887653,15045.710697367424,-1.244681164585734,0.5803994999440885,15,1,1,64,66,3319585.90802141,9802047.141248168,715,384,508704.2930087113,589514.089554366
1762,0,1,CADC0894,1,411,377,20140.254960212205,397774490.9759305,19944.284669446795,-1.5194316101509078,0.345925593175384,15,2,1,80,82,4646645.304512233,13977371.57139093,553,377,967821.1459268383,1055104.7505992851
1763,0,0,CADC0894,1,440,382,12548.163010471206,192158514.54058078,13862.125181247671,-1.3845974267193721,0.5252180935153633,20,3,1,68,80,3593061.317738582,10954672.829335261,598,382,436723.89668313815,503032.7605774366
1764,0,0,CADC0894,1,333,293,5311.331194539249,31568660.88893817,5618.59954872548,-1.2625628102752344,0.5062466581173675,41,1,1,52,64,3777504.6621027403,11947242.107331268,445,293,94800.78345026477,107742.86992811662
1765,0,1,CADC0894,1,408,354,4254.287683615819,28401178.61695113,5329.275618407358,-0.9422392906544053,0.7956672621718275,34,1,1,49,60,2254540.609781303,6425841.215060795,546,354,69610.73190429198,80229.3181269806
1766,0,1,CADC0894,1,516,503,15177.822445328033,267472927.7935731,16354.599591355733,-1.4206048495491284,0.48147920782563464,16,1,1,79,97,2867323.4159127497,8479900.277849903,544,503,518358.3871968471,531755.3236452746
1767,0,1,CADC0894,1,472,473,13497.284714587739,204766894.37827313,14309.678346429493,-1.3513433056098156,0.5009595483644286,20,1,1,74,90,2959756.8170512714,8542093.675934182,472,473,433828.16605566343,432910.98177224764
1768,1,1,CADC0894,1,352,353,5951.654277620397,174167686.98475194,13197.26058637746,3.1367045998043688,2.1360547250641626,5,2,1,7,20,10318367.543568749,14445655.069598861,352,353,494794.56529759074,493392.8809766344
1769,0,1,CADC0894,1,602,566,29629.991749116612,4006122546.396581,63293.9376749194,2.3706972179766144,1.9791850302080425,3,1,1,42,46,4341238.896772035,3424171.388847162,704,566,6654688.615276713,7077955.028969225
1770,0,1,CADC0894,1,496,427,55519.68932084309,8316974319.793938,91197.44689295824,0.11079843394808941,1.3268528373698938,5,1,1,15,41,7790015.995712207,5400344.761799528,692,427,16768093.386681326,19477691.615442477
1771,0,0,CADC0894,1,485,432,36631.470717592594,4607717928.683055,67880.17331064392,0.8109464878351034,1.5772147920938597,4,2,1,20,45,6817155.97072761,5058189.246154418,621,432,9500449.337490834,10666013.723803367
1772,1,1,CADC0894,1,478,423,25107.732836879433,1897521097.8149943,43560.545196484796,1.1015607888192616,1.6105038334748896,6,1,1,32,45,12315587.975506635,13905708.298078382,620,423,3969709.4096548,4485865.479468072
1773,1,1,CADC0894,1,455,405,42203.101851851854,3133729378.5815287,55979.72292340798,0.41420556753108784,1.3880933048380923,2,1,1,38,77,10676775.672485605,10152919.050263042,629,405,6887317.315563799,7737603.403905009
1774,1,1,CADC0894,1,586,534,87224.15076779026,13438329129.625622,115923.80743240632,0.6458721370897287,1.4407521972007067,2,1,1,83,126,15321184.120174486,15445353.90507895,796,534,22932302.268985704,25165410.35510416
1775,0,1,CADC0894,1,349,324,167147.12679012344,25582432523.898685,159945.09221573098,-1.383764402335548,0.5359707222750062,2,1,1,84,99,20696882.26851501,17038992.31464099,485,324,73302098.9223458,78958125.07376137
1776,1,1,CADC0894,1,386,357,154606.28425770308,32888346559.184856,181351.444877577,-1.2093152568628656,0.6891624235406624,2,1,1,22,86,31190865.4205926,17605906.354007658,536,357,85202970.36058253,92124220.0537391
1777,0,1,CADC0894,1,504,505,60937.53471287129,8352625550.844545,91392.69965836738,0.06832747102797931,1.310083172148647,1,1,1,47,91,8069420.307290421,9846431.03458012,504,505,16572669.743739177,16539852.575929793
1778,0,1,CADC0894,1,488,489,85341.43834355827,17441484301.77919,132066.21180975545,-0.25698639264526424,1.1903254998520019,2,1,1,11,33,19777799.79740902,17922004.17026243,488,489,35740746.52003933,35667657.05885315
1779,1,1,CADC0894,1,471,472,55446.381038135594,8187916313.714686,90487.10578703844,-0.13255298700443596,1.2656108133992887,3,2,1,23,56,13252857.618459448,7647054.2543612765,471,472,17384111.069457933,17347280.325666707
1780,0,1,CADC0894,1,458,439,65899.19006833714,8959754602.710592,94655.98027969808,-0.6476176213539828,1.0163103430125133,3,1,1,31,57,10132634.788127398,8232411.93713181,500,439,19562782.975350637,20409463.787495654
1781,1,1,CADC0894,1,518,458,106242.00294759824,19163061141.887775,138430.7088108985,-0.8963981234648641,0.8656479384866845,2,1,1,19,45,14848986.790241575,14626195.894651312,710,458,36994326.52874088,41840744.85128335
1782,0,0,CADC0894,1,637,574,97848.1568815331,21252151792.82231,145781.17777279174,-0.3758599610422029,1.128889795475629,2,1,1,76,77,9117539.269724607,9824076.398405943,835,574,33362875.655921996,37024654.69132807
1783,0,1,CADC0894,1,488,453,145922.70298013245,32693207253.718346,180812.6302383723,-1.0689472954389716,0.7718678524936792,1,1,2,24,87,19554508.344628323,13775108.977801444,634,453,66994277.1592589,72170435.43867184
1784,0,1,CADC0894,1,543,510,127867.98315686274,22395386313.76694,149650.88143331112,-0.8925752122077633,0.860223352489347,1,1,1,115,124,10463467.040784255,12399135.61638511,731,510,41243805.3660533,43912522.18385675
1785,0,1,CADC0894,1,668,620,193128.40412903225,65181508865.30499,255306.69569226928,-0.9191629850526306,0.8694336717663799,3,1,1,97,172,17877509.729930226,12950843.748733686,916,620,97577109.0797979,105131465.91178225
1786,0,1,CADC0894,1,693,616,186626.9634090909,60611434265.53188,246193.89567073324,-0.903169031446323,0.872781325289002,2,1,1,96,105,14737846.115811383,9671759.53506359,967,616,87462387.10754961,98395185.49599332
1787,0,1,CADC0894,1,841,737,113366.49137042063,24541618228.24548,156657.64656806728,-0.6809965219583223,0.9857321188331715,5,1,1,112,114,6517073.214352175,8601531.144472381,1151,737,29181472.32847263,33299346.306981653
1788,0,0,CADC0894,1,689,658,172017.28410334347,43728083904.914085,209112.61058318336,-1.1706705617866981,0.7073004535804556,2,1,2,58,116,11130279.06607123,11415794.358067375,791,658,63466014.375782415,66456054.56673873
1789,0,1,CADC0894,1,826,827,219132.6145828295,73201634192.17165,270558.0052265533,-1.102868214822334,0.7479213703975357,5,1,1,139,144,10095492.33612494,9735142.173396366,826,827,88621833.16243541,88514672.5419246
1790,0,1,CADC0894,1,739,708,237624.665240113,89419200253.56755,299030.4336577927,-1.0530264293289788,0.7751822285621824,4,1,1,46,100,17737588.622909475,9854409.402083566,857,708,121000270.97911713,126298305.44289201
1791,0,1,CADC0894,1,824,739,249583.64795669826,89468961913.0557,299113.627093544,-1.2719713330924367,0.6441510170889561,3,1,1,60,146,23063134.26704309,19854071.697083313,1114,739,108578837.27312584,121067607.46015656
1792,0,1,CADC0894,1,920,811,302925.88305795315,137441737631.14688,370731.3550687976,-1.0574396165972477,0.7488743619810492,1,1,1,36,113,25405973.892003573,18804988.61035825,1274,811,149393193.07733357,169471932.96072364
1793,1,0,CADC0894,1,685,630,214726.28473015872,60947527855.334625,246875.5310988406,-1.3228339964852194,0.6025396940366636,5,1,1,39,92,19153088.842492964,15849939.596655414,941,630,88974493.21946661,96742107.70688036
1794,0,1,CADC0894,1,774,711,237155.56127988748,86583089778.34076,294250.0463523171,-1.147162626971127,0.7355793312690082,1,1,1,33,102,23695362.151592113,18111231.86674837,1012,711,111864457.07795964,121776497.57853834
1795,0,0,CADC0894,1,831,741,233434.3359109312,91326139079.5794,302202.14936293784,-0.9786933695990365,0.8256536378653349,2,1,1,32,99,18996238.14943541,10478514.49534317,1125,741,109899084.33162384,123247151.25449313
1796,0,1,CADC0872,5,520,105,-3.2459535885714286,70.56315631693552,8.400187873907079,-1.4014856844403778,-0.0017150387634802969,1,1,1,29,35,0.4961026775005838,0.6469953009414842,2600,525,0.1356983775325683,0.6720300601612906
1797,0,1,CADC0872,5,605,122,5.08425325409836,182.33318867244998,13.503080710432341,-1.440334355744682,-0.11154505594447775,1,1,1,32,41,0.8194200626720821,1.0461123618778039,3025,610,0.30137717135942144,1.4945343333807375
1798,0,1,CADC0872,5,700,141,0.9445327872340422,191.762008476406,13.847816018289889,-1.3808427113760227,-0.18114620972528103,1,1,1,39,48,0.59150521005279,0.7072623538066735,3500,705,0.27394572639486575,1.3600142445135177
1799,0,1,CADC0872,5,940,188,-5.370821982446809,101.16579540681688,10.058120868572662,-0.9044532103121399,-0.42851238399462893,1,1,1,58,62,0.3849842997765304,0.7907341081781656,4792,940,0.10762318660299669,0.5381159330149834
1800,1,1,CADC0872,5,815,148,-8.375030533783784,634.1295599080263,25.181929233242364,-1.063555413440101,0.15709503534328242,5,2,1,5,9,51.14778456570699,134.38547390688566,10891,740,0.7780730796417501,4.284659188567745
