mag_X,mag_Y,mag_Z,ADC1_CH1,ADC1_CH2,ADC1_CH3,ADC1_CH4,ADC1_CH5,ADC1_CH6
-70.3609,53.6187,115.0912,0,0,0,0,0,0
-70.6783,52.5872,113.9467,0,0,0,0,0,0
-70.6783,49.3339,114.6334,0,0,0,0,0,0
-66.7506,47.9057,114.9386,0,0,0,0,0,0
-67.425,46.4775,114.786,0,0,0,0,0,0
-65.7191,46.1997,114.7097,0,0,0,0,0,0
-62.1088,42.9465,114.7097,0,0,0,0,0,0
-63.18,45.4459,113.8705,0,0,0,0,0,0
-59.649,46.8742,113.0312,0,0,0,0,0,0
-60.6806,50.0084,114.3282,0,0,0,0,0,0
-60.6806,52.5078,114.0993,0,0,0,0,0,0
-63.8544,54.9676,115.4726,0,0,0,0,0,0
-66.3142,56.7926,114.7097,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
-69.4881,45.3666,113.8705,0,0,0,0,0,0
-60.2441,49.9687,114.4808,0,0,0,0,0,0
-61.1963,53.7377,102.1973,0.03,0.5,0.91,0.08,0.22,0.75
-65.0843,59.0936,104.9439,0.35,0.04,0.08,1.05,0.25,0.61
-66.1555,59.7681,106.0883,0.87,0.72,0.1,0.04,0.25,0.49
-69.6864,58.6969,101.6632,0.03,0.06,0.94,0.22,0.23,0.88
-72.8206,58.6969,107.1565,0.91,0.08,0.06,0.78,0.28,0.41
-73.5744,54.8089,103.4943,0.04,0.85,0.12,0.03,0.25,0.85
-75.0027,51.9921,103.1891,0.05,0.06,0.72,0.83,0.28,0.57
0.0198,0.0198,0.0381,0.04,0.72,0.63,0.05,0.28,0.78
-67.5837,44.5731,103.7232,0.09,0.05,0.08,1.06,0.3,0.63
-60.1251,45.6443,100.6714,0.04,0.28,1.11,0.1,0.3,0.71
-59.8077,49.8894,102.8077,0.61,0.04,0.06,0.75,0.31,0.78
0.0198,0.0198,0.0381,0.39,1.01,0.12,0.05,0.31,0.58
-62.6246,54.8486,100.2136,0.04,0.04,0.83,0.31,0.28,0.94
-67.8218,56.0388,119.9741,0.03,0,0,0,0,0
-70.0038,48.8975,119.2874,0,0,0,0,0,0
-66.0365,46.041,118.2193,0,0,0,0,0,0
-59.6887,51.873,116.1593,0,0,0,0,0,0
-62.5452,55.8007,117.0748,0,0,0,0,0,0
-63.2197,55.8007,116.6171,0,0,0,0,0,0
-70.2815,50.7622,117.6089,0,0,0,0,0,0
-67.8218,46.8742,116.6934,0,0,0,0,0,0
-65.6397,46.8742,114.7097,0,0,0,0,0,0
-62.4659,44.3351,116.3882,0,0,0,0,0,0
-59.9268,47.5486,115.9304,0,0,0,0,0,0
-58.2208,47.9057,116.1593,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
-61.355,53.579,116.3119,0,0,0,0,0,0
-63.8544,55.6817,117.3037,0,0,0,0,0,0
-64.5289,56.7132,116.5408,0,0,0,0,0,0
-67.0283,56.3958,116.6934,0,0,0,0,0,0
-69.1707,57.467,117.0748,0,0,0,0,0,0
-69.1707,54.2535,115.9304,0,0,0,0,0,0
-69.8451,51.754,117.4563,0,0,0,0,0,0
-68.8136,49.6513,116.6934,0,0,0,0,0,0
-67.7028,48.2231,116.2356,0,0,0,0,0,0
-65.9571,46.041,116.1593,0,0,0,0,0,0
-61.3153,44.2557,116.083,0,0,0,0,0,0
-62.3468,47.1122,116.6171,0,0,0,0,0,0
-59.4903,48.8975,115.8541,0,0,0,0,0,0
-59.1333,48.8975,117.1511,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
-58.8159,53.4997,116.3119,0,0,0,0,0,0
-60.9186,52.4285,117.3037,0,0,0,0,0,0
-64.0925,55.9594,117.4563,0,0,0,0,0,0
-68.3772,56.2768,116.6934,0,0,0,0,0,0
-69.0517,54.1741,117.6852,0,0,0,0,0,0
-72.5826,51.3176,117.1511,0,0,0,0,0,0
-69.7261,49.2149,117.38,0,0,0,0,0,0
-66.1952,46.7552,116.1593,0,0,0,0,0,0
-62.6246,46.6758,116.2356,0,0,0,0,0,0
-59.4507,50.6035,117.38,0,0,0,0,0,0
-68.2582,54.8089,118.143,0,0,0,0,0,0
-60.4425,46.9932,105.478,1.22,0.08,0.06,0.06,0.26,0.56
-59.0143,49.1752,102.0447,0.04,0.96,0.66,0.09,0.26,0.48
0.0198,0.0198,0.0381,0.08,0.04,0.08,1.02,0.26,0.67
-60.4425,57.2686,106.6224,1.14,0.57,0.1,0.05,0.26,0.39
-64.3305,56.9116,100.5188,0.03,0.34,0.96,0.09,0.25,0.79
-69.2897,60.7996,105.7069,0.45,0.06,0.08,1.11,0.26,0.43
-73.5744,54.1344,104.7913,1.01,0.1,0.08,0.66,0.25,0.41
-67.9408,45.2476,104.6387,1.1,0.18,0.06,0.1,0.22,0.67
-64.4099,42.4704,99.527,0.05,0.67,0.82,0.08,0.23,0.62
0.0198,0.0198,0.0381,0.09,0.05,0.13,1.02,0.22,0.69
0.0198,0.0198,0.0381,0.82,0.69,0.08,0.05,0.23,0.57
-59.8077,49.8894,99.3744,0.04,0.21,1.06,0.09,0.21,0.75
-61.236,54.8486,103.4943,0.79,0.05,0.06,0.71,0.22,0.61
-68.2979,58.0224,100.5188,0.04,0.04,0.76,0.47,0.21,0.88
-57.467,50.6432,116.083,0.63,0.69,0,0,0,0.17
-61.7517,54.5708,116.846,0.09,0,0,0.1,0,0.03
-62.7832,54.9279,117.2274,0.01,0.04,0,0,0,0
-68.8533,57.467,119.1348,0,0,0,0,0,0
-69.25,51.0002,116.5408,0,0,0,0,0,0
-72.1065,53.1426,116.9223,0,0,0,0,0,0
-70.2815,50.2861,115.7778,0,0,0,0,0,0
-70.6783,48.8579,116.5408,0,0,0,0,0,0
-69.9245,49.6117,115.3964,0,0,0,0,0,0
-66.0365,43.8987,115.3964,0,0,0,0,0,0
-65.2827,44.5731,114.3282,0,0,0,0,0,0
-61.7517,44.5731,114.6334,0,0,0,0,0,0
-59.5697,44.5731,114.6334,0,0,0,0,0,0
-58.8159,48.5405,113.8705,0,0,0,0,0,0
-57.1099,46.7552,114.1756,0,0,0,0,0,0
-60.3235,51.0002,115.0149,0,0,0,0,0,0
-59.2126,53.1426,114.8623,0,0,0,0,0,0
-62.7832,53.4997,114.4808,0,0,0,0,0,0
-65.6397,57.7844,115.4726,0,0,0,0,0,0
-66.3142,56.3561,116.2356,0,0,0,0,0,0
-69.9245,53.4997,116.1593,0,0,0,0,0,0
-69.1707,55.9594,115.7778,0,0,0,0,0,0
-70.9957,52.0714,113.5653,0,0,0,0,0,0
-72.0272,51.3176,115.3201,0,0,0,0,0,0
-70.5989,48.8579,113.7179,0,0,0,0,0,0
-69.1707,44.5731,114.0993,0,0,0,0,0,0
-63.7751,43.8193,113.2601,0,0,0,0,0,0
-62.7436,42.3911,113.2601,0,0,0,0,0,0
-58.1018,44.5731,112.726,0,0,0,0,0,0
-66.1555,58.3398,119.5926,0,0,0,0,0,0
-66.0761,56.9116,119.8215,0,0,0,0,0,0
-59.8077,56.2768,106.5461,1.22,0.27,0.12,0.08,0.35,0.53
-73.6934,51.7144,106.4698,0.69,0.1,0.08,0.89,0.28,0.49
-68.0201,46.7552,104.9439,1,0.09,0.06,0.06,0.26,0.78
-58.4588,52.8252,105.1728,0.97,0.47,0.08,0.08,0.23,0.67
-73.019,49.9687,106.6987,1.1,0.06,0.06,0.16,0.27,0.72
-68.1392,55.6817,126.6117,1.07,0,0,0.56,0.31,0
-68.1392,52.7459,124.3229,1.37,0.12,0,0,0.09,0
-69.9245,48.4611,124.3229,0.06,0,0,1.38,0.09,0
-67.068,47.7867,122.8733,0.71,0,0,1.02,0,0
-61.6724,44.9302,119.5926,1.33,0,0,0.18,0,0.14
-59.5697,44.2161,119.5926,0,1.06,0.66,0,0,0.06
-58.1415,46.3584,120.737,1.31,0.34,0,0,0,0.06
-57.1099,46.7552,116.3119,0,0.58,1.19,0,0,0.14
-58.8159,51.397,119.6689,0.25,0,0,1.23,0,0.25
-58.4985,50.2861,121.1185,0.72,0.93,0,0,0.01,0.03
-59.9268,52.4285,114.786,0,0,1.32,0.08,0,0.39
-62.0691,54.5708,120.3555,0.93,0,0,0.78,0,0.08
-61.6724,53.8567,120.0504,0,1.26,0,0,0,0.17
-66.0365,54.5708,113.7179,0,0,1,0.56,0,0.41
-65.6397,55.6817,120.0504,1.31,0,0,0.3,0.01,0
-67.068,53.1426,115.2438,0,1.02,0.38,0,0,0.43
-68.8533,52.8252,118.9822,1.28,0.34,0,0,0,0.18
-70.2815,48.8579,112.3445,0,0.36,1.14,0,0,0.45
-70.9957,51.0002,118.2193,0.32,0,0,1.24,0,0.1
-67.068,47.4296,115.0149,0.62,0.67,0,0,0,0.32
-68.1392,46.0014,116.3882,0,0,0.61,0.1,0,0.12
-63.18,43.1449,116.7697,0,0.05,0,0,0,0
-57.7844,43.8987,115.3964,0,0,0,0,0,0
-59.2126,48.5405,115.7015,0,0,0,0,0,0
-58.4985,52.0714,115.7015,0,0,0,0,0,0
-59.5697,49.9687,115.7015,0,0,0,0,0,0
-60.3235,52.8252,116.4645,0,0,0,0,0,0
-66.0365,55.9594,115.3964,0,0,0,0,0,0
-70.5989,48.1834,114.9386,0,0,0,0,0,0
-67.068,42.0737,113.7179,0,0,0,0,0,0
-65.2033,56.6735,114.023,0,0,0,0,0,0
-70.2419,54.5708,113.5653,0,0,0,0,0,0
-70.5989,53.817,114.2519,0,0,0,0,0,0
-72.3445,51.7144,112.3445,0,0,0,0,0,0
-72.3445,50.6035,111.9631,0,0,0,0,0,0
-69.8451,46.3188,112.9549,0,0,0,0,0,0
-66.2745,44.8905,111.7342,0,0,0,0,0,0
-63.418,43.0655,111.7342,0,0,0,0,0,0
-59.4903,47.3503,111.8868,0,0,0,0,0,0
-56.9512,47.3503,111.1238,0,0,0,0,0,0
-59.1333,54.1344,112.726,0,0,0,0,0,0
-60.5615,54.8486,112.726,0,0,0,0,0,0
-58.4985,52.4285,105.9358,0.84,0.66,0.1,0.09,0.36,0.63
0.0198,0.0198,0.0381,0.41,0.87,0.14,0.06,0.3,0.7
-72.7016,58.5382,107.2328,1.09,0.09,0.09,0.49,0.28,0.54
-71.6701,47.5486,103.9521,0.98,0.23,0.06,0.05,0.25,0.82
-67.068,44.6921,101.2055,0.36,0.05,0.09,0.97,0.23,0.74
-62.1088,44.0177,101.6632,0.6,0.71,0.05,0.06,0.23,0.78
-72.781,55.7214,103.7995,0.04,0.08,0.22,1.06,0.26,0.63
-71.3527,56.4752,108.4535,1.05,0.38,0.08,0.08,0.31,0.69
-74.2092,50.0877,105.7832,0.53,0.06,0.13,0.97,0.31,0.57
-69.9245,46.1997,101.8921,0.35,0.79,0.05,0.06,0.3,0.88
-67.8218,43.6606,100.9003,0.05,0.1,0.96,0.53,0.31,0.67
-64.2908,44.3748,107.0802,0.92,0.04,0.09,0.47,0.31,0.78
-60.3632,45.1286,102.1973,0.04,0.06,0.45,0.79,0.3,0.83
-58.9349,50.4448,106.1646,1.11,0.35,0.08,0.12,0.31,0.61
-58.6572,51.516,101.5106,0.06,0.57,0.78,0.05,0.3,0.82
-64.2908,57.9034,105.5543,0.4,0.05,0.14,0.96,0.28,0.67
-63.9734,57.229,110.2083,0.76,0.74,0.09,0.09,0.3,0.54
-67.5044,59.3317,106.6987,0.04,0.09,0.87,0.12,0.27,0.94
-71.7891,57.586,111.0475,0.82,0.06,0.13,0.8,0.27,0.44
-72.5429,51.516,104.4862,0.04,0.09,0.74,0.74,0.26,0.61
-72.1462,50.0877,110.132,1.15,0.06,0.09,0.05,0.26,0.61
-68.2582,42.2721,106.0121,0.04,0.06,0.19,1.11,0.23,0.54
-65.4017,45.4856,108.9113,0.94,0.45,0.05,0.05,0.23,0.69
-60.4425,45.4856,108.3009,0.48,0.04,0.06,0.85,0.21,0.69
-57.7844,47.4296,119.6689,0.76,0,0,0.87,0,0.28
-59.2126,49.2149,116.0067,0,0,1.02,0.52,0,0.4
-59.2126,51.0002,120.0504,1.24,0,0,0.21,0,0.12
-62.7832,54.2535,121.5763,0.08,0.03,0,0,0,0
-67.068,57.3877,119.3637,0,0,0,0,0,0
-70.2815,51.7144,118.677,0,0,0,0,0,0
-69.9245,52.4285,119.3637,0,0,0,0,0,0
-71.7098,49.9687,119.0585,0,0,0,0,0,0
-68.4962,47.7867,117.9141,0,0,0,0,0,0
-67.068,46.0014,117.5326,0,0,0,0,0,0
-62.7832,43.8987,116.7697,0,0,0,0,0,0
-62.0691,44.5731,116.3882,0,0,0,0,0,0
-61.6724,46.0014,116.3882,0,0,0,0,0,0
-59.5697,47.4296,115.5489,0,0,0,0,0,0
-62.4262,53.1426,116.6171,0,0,0,0,0,0
-64.5289,54.5708,114.7097,0,0,0,0,0,0
-67.068,55.9594,116.7697,0,0,0,0,0,0
-70.5989,52.7459,114.1756,0,0,0,0,0,0
-72.7016,51.7144,114.8623,0,0,0,0,0,0
-69.5674,46.6758,114.0993,0,0,0,0,0,0
-64.8859,44.2161,113.5653,0,0,0,0,0,0
-65.6001,44.5731,113.1075,0,0,0,0,0,0
-60.9186,44.2161,112.6497,0,0,0,0,0,0
-68.2582,55.404,112.1157,0,0,0,0,0,0
-70.7179,54.7295,112.4208,0,0,0,0,0,0
-68.5756,47.2313,111.9631,0,0,0,0,0,0
-64.2908,45.803,111.2001,0,0,0,0,0,0
-61.7914,42.5895,111.7342,0,0,0,0,0,0
-61.0773,47.5486,112.1157,0,0,0,0,0,0
-61.4343,47.9057,112.5734,0,0,0,0,0,0
-59.9268,53.579,113.7942,0,0,0,0,0,0
-63.8544,53.9361,114.4808,0,0,0,0,0,0
-65.6397,54.6105,113.6416,0,0,0,0,0,0
-70.5989,56.3958,114.6334,0,0,0,0,0,0
-69.1707,53.579,114.1756,0,0,0,0,0,0
-69.25,56.3958,102.4262,0.05,0.78,0.21,0.05,0.3,0.94
-72.781,53.6187,102.8077,0.04,0.08,0.43,0.92,0.3,0.7
-72.1065,51.8334,107.8431,1.1,0.16,0.08,0.06,0.3,0.71
-71.7098,49.3339,99.7559,0.05,0.4,0.8,0.04,0.28,0.92
-71.3527,47.5486,104.1047,0.28,0.06,0.1,1.06,0.28,0.65
-67.425,45.803,104.7913,0.69,0.62,0.06,0.05,0.27,0.85
-62.1881,45.803,106.0121,0.74,0.04,0.08,0.63,0.25,0.79
-59.6887,47.628,102.5025,0.17,1,0.08,0.05,0.25,0.69
-60.7599,47.9057,100.4425,0.04,0.06,0.65,0.61,0.22,0.89
-61.4343,53.6187,108.6824,1.19,0.09,0.08,0.13,0.23,0.61
-62.8626,56.1181,101.2818,0.06,0.75,0.48,0.05,0.23,0.82
-67.1473,55.8007,104.4862,0.03,0.05,0.27,0.97,0.19,0.75
-68.5756,58.6572,107.7668,1.15,0.39,0.06,0.09,0.26,0.58
0.0198,0.0198,0.0381,0.04,0.31,0.82,0.03,0.21,0.96
-74.2489,54.7295,106.4698,0.5,0.05,0.16,1.06,0.25,0.49
-72.1462,50.4448,102.9603,0.56,0.75,0.04,0.05,0.26,0.84
-70.0435,45.8824,108.1483,1.02,0.04,0.08,0.65,0.28,0.63
0.0198,0.0198,0.0381,0.12,0.96,0.26,0.04,0.27,0.75
-66.1555,46.1997,103.4943,0.03,0.06,0.65,0.85,0.28,0.66
-61.474,48.3421,108.2246,1.15,0.25,0.05,0.13,0.27,0.66
-59.3713,45.8824,102.9603,0.06,0.65,0.89,0.04,0.28,0.67
-62.2278,50.8415,103.7232,0.3,0.04,0.14,1.02,0.25,0.72
-59.7681,52.9839,108.4535,0.8,0.8,0.05,0.08,0.28,0.5
-66.1555,57.9431,110.6661,0.8,0.04,0.1,0.85,0.25,0.48
-70.0435,54.7295,104.3336,0.01,0.08,0.8,0.65,0.21,0.7
-71.4717,54.0551,111.2001,1.27,0.04,0.08,0.32,0.23,0.45
-72.5826,49.0959,108.4535,0.01,0.06,0.12,1.2,0.21,0.43
-70.4005,48.0247,106.775,1.04,0.45,0.04,0.06,0.21,0.63
-67.5837,43.7797,104.5624,0.05,0.39,1.11,0.01,0.18,0.61
-66.8696,43.0259,107.8431,0.39,0.04,0.09,1.07,0.18,0.52
-63.3387,44.4541,107.9194,0.5,0.94,0.03,0.06,0.18,0.54
-60.1251,45.2079,105.0965,0.03,0.08,1.18,0.32,0.17,0.57
-60.8789,47.3106,111.6579,1.07,0.01,0.08,0.49,0.16,0.54
-58.6969,50.8812,109.9031,0.08,1.14,0.25,0.04,0.17,0.44
-61.9104,50.8812,106.6987,0.01,0.05,0.53,0.87,0.14,0.65
-62.3072,55.8404,113.6416,1.36,0.06,0.06,0.1,0.14,0.35
-62.6642,54.1344,108.2246,0.05,0.79,0.65,0.03,0.16,0.63
-67.2663,54.8089,110.4372,0.09,0.05,0.13,1.22,0.13,0.43
-68.0201,55.5627,112.6497,1.07,0.6,0.04,0.08,0.16,0.38
-68.0201,54.4915,107.6143,0.04,0.18,1.13,0.01,0.13,0.67
-70.4799,51.2779,113.8705,0.71,0.03,0.1,1.02,0.14,0.23
-71.2337,51.2779,110.9712,0.35,1.02,0.01,0.04,0.16,0.57
-70.4799,46.9932,108.5298,0.01,0.09,1.18,0.48,0.13,0.4
-68.7343,48.0247,114.4045,1.18,0.01,0.06,0.49,0.14,0.38
-66.949,46.3188,109.6742,0.09,1.04,0.44,0.03,0.13,0.48
-68.0201,43.7797,111.1238,0.01,0.06,0.52,1.14,0.13,0.32
-63.418,46.3188,114.4808,1.22,0.39,0.04,0.09,0.13,0.43
-59.8077,44.1367,110.5898,0.06,0.5,1.23,0.01,0.13,0.34
-60.8789,47.747,112.726,0.36,0.03,0.1,1.15,0.12,0.4
-58.3795,48.7785,111.429,0.04,0.09,1.35,0.09,0.12,0.44
-61.6327,51.2779,115.0912,0.94,0.01,0.1,0.79,0.09,0.3
-70.2419,56.0388,112.1157,0,0,0,0,0,0
-62.0691,47.1916,111.8868,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
-58.8159,50.7225,113.1075,0,0,0,0,0,0
-60.2441,52.0714,112.4208,0,0,0,0,0,0
-61.3153,54.9279,113.3364,0,0,0,0,0,0
-61.6724,54.2535,113.6416,0,0,0,0,0,0
-65.8778,55.9594,113.8705,0,0,0,0,0,0
-66.6316,59.53,114.4808,0,0,0,0,0,0
-68.3772,55.9594,114.4045,0,0,0,0,0,0
-72.2652,56.6735,115.0912,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
-71.5511,50.2861,114.4808,0,0,0,0,0,0
-67.6234,46.041,114.7097,0,0,0,0,0,0
-68.3772,47.1122,114.7097,0,0,0,0,0,0
-62.3072,45.3269,114.5571,0,0,0,0,0,0
-62.6642,46.7552,115.4726,0,0,0,0,0,0
-69.369,53.0632,118.2193,0,0,0,0,0,0
-69.6864,49.8497,119.0585,0,0,0,0,0,0
-67.187,47.747,119.0585,0,0,0,0,0,0
-59.7681,49.453,104.4099,0.06,0.72,0.66,0.04,0.22,0.72
-71.5511,52.7062,110.8949,1.13,0.04,0.12,0.48,0.22,0.48
-68.0201,46.6361,111.429,1.14,0.17,0.08,0.09,0.23,0.63
-64.4495,56.9512,113.7179,1.33,0.03,0.1,0.09,0.23,0.35
-64.8463,54.8486,108.2246,0.05,0.88,0.49,0.04,0.23,0.66
-69.131,56.6735,115.3201,1.18,0.48,0.06,0.06,0.19,0.4
-68.4169,53.817,110.5898,0.04,0.28,1.11,0.01,0.17,0.66
-69.4881,48.7785,111.429,0.62,0.87,0.03,0.05,0.16,0.53
-67.7028,48.4611,110.3609,0.03,0.08,1.26,0.36,0.14,0.41
-62.7436,44.8905,110.4372,0.08,1.11,0.28,0.04,0.13,0.44
-62.7436,43.4623,110.132,0.01,0.06,0.63,1,0.13,0.38
-62.7436,48.1041,113.1075,1.28,0.23,0.04,0.09,0.13,0.41
-58.8159,46.3188,110.5898,0.06,0.65,1.05,0.01,0.13,0.35
-61.6724,47.0329,111.7342,0.06,0.04,0.1,1.2,0.12,0.44
-59.8871,53.817,116.1593,0.98,0.72,0.03,0.08,0.13,0.23
-58.4588,50.9606,111.429,0.04,0.23,1.29,0.01,0.13,0.48
-62.0691,56.3561,115.8541,0.34,1.22,0.01,0.05,0.12,0.25
-63.8544,52.3888,110.7424,0.01,0.06,1.02,0.57,0.09,0.47
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
-70.4799,51.397,113.2601,0,0,0,0,0,0
-71.2337,50.6432,113.2601,0,0,0,0,0,0
-68.0201,50.6432,113.1075,0,0,0,0,0,0
-68.3772,47.4693,112.0394,0,0,0,0,0,0
-66.949,48.5405,113.4127,0,0,0,0,0,0
-63.7354,46.3584,113.1838,0,0,0,0,0,0
-64.4495,47.1122,113.7942,0,0,0,0,0,0
-61.6327,48.1834,112.4208,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
-61.6327,52.3888,114.3282,0,0,0,0,0,0
-60.4822,53.0632,115.6252,0,0,0,0,0,0
-61.236,53.817,113.4127,0,0,0,0,0,0
-64.7669,55.2453,115.7778,0,0,0,0,0,0
-67.9408,53.817,115.7015,0,0,0,0,0,0
-69.012,55.5627,117.0748,0,0,0,0,0,0
-71.8288,53.0632,116.846,0,0,0,0,0,0
-70.0435,51.635,116.3882,0,0,0,0,0,0
-70.0435,49.5323,116.3882,0,0,0,0,0,0
-69.6864,49.1752,116.6934,0,0,0,0,0,0
-67.5837,47.0329,117.1511,0,0,0,0,0,0
-62.2278,48.1041,116.3882,0,0,0,0,0,0
-62.9023,48.4215,117.38,0,0,0,0,0,0
-61.474,50.2068,118.2956,0,0,0,0,0,0
-60.7996,47.3503,117.5326,0,0,0,0,0,0
-62.2278,49.453,118.7533,0,0,0,0,0,0
-62.5452,51.2779,118.0667,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0.91,0.72,0,0.18
0.0198,0.0198,0.0381,1.31,0,0,0,0.05,0
-68.0598,51.1589,125.9251,0,0,0.35,1.22,0,0.05
0.0198,0.0198,0.0381,0.34,0,0,1.31,0.3,0
-63.1006,50.0084,132.4865,0,0,1.53,0.18,0.12,0
-65.6001,49.7307,134.9279,0.03,0,0.52,1.23,0.1,0
0.0198,0.0198,0.0381,1.16,0.26,0.01,0,0.54,0
-60.9979,48.3024,133.2494,0,0.53,1.28,0.03,0.28,0
0.0198,0.0198,0.0381,0.17,0,0,1.37,0.1,0.01
-61.6724,48.6595,136.759,0.61,0.01,0,1.14,0.16,0
0.0198,0.0198,0.0381,0.28,1.05,0.05,0.01,0.63,0
-60.6409,47.2313,134.0887,0.01,0,1.38,0.49,0.05,0.03
0.0198,0.0198,0.0381,1.15,0.03,0.01,0.56,0.27,0
-58.4985,47.628,135.8434,0,1.13,0.4,0.03,0.53,0
-60.3235,50.4051,133.4783,0.03,0,0.97,0.88,0.08,0.1
0.0198,0.0198,0.0381,1.31,0.04,0.03,0.05,0.43,0
-58.2208,49.3339,135.2331,0,0.94,0.84,0.04,0.36,0
-61.7517,49.0166,134.2412,0.05,0,0.32,1.32,0.1,0.17
-58.8952,50.7622,133.5546,0,0.48,1.41,0.09,0.12,0
0.0198,0.0198,0.0381,0.3,0.03,0.01,1.35,0.14,0.12
-59.9268,51.1589,137.5219,0.3,1.15,0.14,0.04,0.52,0
0.0198,0.0198,0.0381,1.15,0.06,0.05,0.57,0.36,0
-64.2115,53.9757,133.6309,0.08,0.03,0.28,1.29,0.16,0.25
-60.3632,52.5078,122.7207,0.45,0,0.05,1.29,0.03,0.06
-58.5779,50.3258,123.4836,0.54,1.13,0,0.01,0.21,0
-60.6806,47.985,131.4183,0.06,0,0.38,1.09,0.05,0.43
-59.9268,46.7552,126.0014,0.06,1.24,0.14,0.03,0.09,0.31
-57.8241,47.1122,123.9414,0.05,0.85,0.85,0.01,0.09,0.32
-58.8952,49.6117,128.1376,1.01,0.72,0.01,0.06,0.08,0.16
-58.4985,47.866,121.5,0.03,0.3,1.29,0,0.08,0.47
-61.0773,51.754,127.2221,0.06,1.28,0.16,0.03,0.08,0.25
-62.1088,50.7225,123.2547,0.05,0.83,0.82,0,0.06,0.41
-69.6071,46.7552,113.8705,0,0,0,0,0,0
-63.537,44.2557,113.7942,0,0,0,0,0,0
-57.1099,46.041,113.3364,0,0,0,0,0,0
-59.9268,48.8975,113.3364,0,0,0,0,0,0
-61.8708,51.9524,131.4946,0.7,0.6,0.03,0.08,0.12,0.78
-63.299,50.1671,128.2139,0.03,0.09,0.34,0.08,0.1,1.28
-63.6561,51.1986,129.7398,0.36,0.66,0.01,0.05,0.13,0.96
-64.0528,52.6268,134.5464,1.04,0.03,0.09,0.16,0.1,0.72
-65.8381,52.6268,129.2058,0.12,0.54,0.12,0.03,0.16,1.1
-65.8381,51.1986,128.5191,0.13,0.1,0.18,0.62,0.1,1.07
-64.4099,48.0247,128.2902,0.09,0.36,0.34,0,0.18,1.22
-64.4099,47.3106,130.5028,0.48,0.04,0.25,0.66,0.13,0.92
-64.0528,47.6677,127.2984,0.03,0.21,0.49,0.13,0.18,1.2
-64.4099,49.453,135.3094,0.83,0.01,0.19,0.53,0.17,0.84
-63.3387,45.922,129.0532,0.09,0.09,0.35,0.71,0.21,1.04
-61.9104,46.3188,134.2412,0.41,0.03,0.3,0.76,0.23,0.98
-61.236,46.6361,129.8161,0.21,0.96,0.12,0.06,0.32,0.79
-60.2045,48.1041,129.2058,0.12,0.8,0.53,0.04,0.32,0.79
-58.1018,49.1752,135.7671,0.58,0.93,0.01,0.09,0.25,0.57
-58.4588,49.1752,136.9116,1.15,0.44,0.04,0.1,0.14,0.49
-58.4588,49.1752,136.6827,1,0.65,0.03,0.08,0.14,0.39
-59.8871,49.5323,134.699,0.61,1,0.01,0.05,0.13,0.38
-61.3153,50.6432,136.3012,1.13,0,0.06,0.44,0.08,0.53
-63.8544,52.4285,135.6909,1.32,0,0.05,0.17,0.09,0.39
-63.4577,51.0002,133.9361,1.31,0.34,0.04,0.08,0.1,0.31
-70.3609,51.8334,120.0504,0,0,0,1.26,0,0.22
-65.4017,47.866,118.2193,0.18,0,0,0.06,0,0.06
-60.7599,47.866,117.5326,0,0,0,0,0,0
-60.0061,52.8649,117.4563,0,0,0,0,0,0
-59.3317,53.2616,117.8378,0,0,0,0,0,0
-62.8626,57.5463,118.9059,0,0,0,0,0,0
-65.4017,54.2931,118.5245,0,0,0,0,0,0
-67.1473,53.579,116.9986,0,0,0,0,0,0
-70.3609,51.0796,117.3037,0,0,0,0,0,0
-70.0038,52.1508,118.3719,0,0,0,0,0,0
-68.9326,50.7225,116.1593,0,0,0,0,0,0
-69.2897,46.041,117.6089,0,0,0,0,0,0
-64.6479,44.6525,115.7015,0,0,0,0,0,0
-65.7191,42.153,114.8623,0,0,0,0,0,0
-62.4659,45.3269,114.786,0,0,0,0,0,0
-60.0061,45.0095,115.1675,0,0,0,0,0,0
-60.3235,45.3269,115.7778,0,0,0,0,0,0
-56.3958,47.1122,115.7015,0,0,0,0,0,0
-58.2208,51.397,114.5571,0,0,0,0,0,0
-59.2523,52.4285,115.2438,0,0,0,0,0,0
-60.3235,53.579,116.3119,0,0,0,0,0,0
-64.6082,53.8567,116.2356,0,0,0,0,0,0
-64.2115,54.6105,115.3964,0,0,0,0,0,0
-66.3935,57.1099,115.3964,0,0,0,0,0,0
-68.8533,54.2535,116.083,0,0,0,0,0,0
-69.9245,54.6105,114.4808,0,0,0,0,0,0
-70.9957,51.754,115.1675,0,0,0,0,0,0
-71.3527,51.0002,114.7097,0,0,0,0,0,0
-69.5674,48.8579,113.5653,0,0,0,0,0,0
